1.000000	0.985067	0.972467	0.982400	0.982467	0.996667	0.012331	0.020839	0.012625	0.017951	0.004714
2.000000	0.952600	0.936755	0.952736	0.941969	0.992958	0.000000	0.000000	0.000000	0.000000	0.000000
3.000000	0.965763	0.980349	0.973301	0.981699	0.980349	0.000000	0.000000	0.000000	0.000371	0.000000
4.000000	0.945753	0.885150	0.975294	0.705654	0.972989	0.029792	0.071830	0.022454	0.111026	0.031672
5.000000	0.898541	0.885977	0.907231	0.916893	0.945000	0.028008	0.033707	0.024404	0.036443	0.021387
6.000000	0.875142	0.859611	0.872591	0.883116	0.882678	0.057133	0.064315	0.063940	0.029856	0.075884
7.000000	0.694318	0.688636	0.709091	0.761364	0.863636	0.000000	0.000000	0.000000	0.000000	0.000000
8.000000	0.783424	0.748414	0.777270	0.704374	0.850457	0.168088	0.186193	0.158924	0.274819	0.084212
9.000000	0.805076	0.752648	0.784422	0.815801	0.825010	0.130175	0.115200	0.129984	0.102904	0.114593
10.000000	0.804519	0.729793	0.807454	0.705407	0.821006	0.051741	0.049384	0.064634	0.151240	0.078954
11.000000	0.641062	0.568239	0.616235	0.666070	0.722183	0.061700	0.016181	0.066645	0.058434	0.001200
12.000000	0.589376	0.580585	0.606560	0.715955	0.697105	0.073074	0.047696	0.045117	0.035455	0.023957
13.000000	0.560286	0.549844	0.632991	0.583860	0.696311	0.244650	0.244227	0.164849	0.204361	0.172503
14.000000	0.633642	0.591218	0.667251	0.627427	0.691536	0.079823	0.082171	0.063955	0.025345	0.039119
15.000000	0.576733	0.513729	0.586942	0.586789	0.687448	0.030036	0.005665	0.011990	0.032973	0.020503
16.000000	0.545380	0.569094	0.599388	0.604479	0.663560	0.042808	0.006145	0.003311	0.053088	0.016817
17.000000	0.606632	0.530298	0.652663	0.530411	0.654557	0.222437	0.230166	0.166445	0.273956	0.183535
18.000000	0.594766	0.552591	0.633638	0.646341	0.646596	0.000000	0.000000	0.000000	0.000000	0.000000
