-0.067324	0.2354
-0.014996	0.078371
0.03303	0.081472
-0.062058	-0.35531
-0.097431	-0.030253
-0.073207	-0.19814
-0.14751	0.078893
-0.041278	-0.11186
-0.34783	-0.057128
0.11298	-0.12505
-0.092035	0.094234
-0.21446	-0.13642
0.26687	0.097063
0.072464	0.07376
0.21133	-0.054562
0.1291	0.060802
-0.14653	-0.23714
-0.032726	0.28185
-0.033938	-0.0027645
-0.0055666	-0.14372
0.070092	0.076025
0.10674	0.050539
0.018811	0.027497
0.17546	0.12529
0.063766	-0.10161
-0.053515	0.16913
-0.15891	-0.0095028
-0.11967	-0.03891
-0.32196	-0.00060417
-0.0025951	-0.19745
-0.007568	-0.063988
-0.058452	-0.078561
0.13493	-0.21162
0.18897	0.0053955
-0.13973	0.086179
-0.008979	-0.1377
-0.067316	-0.106
-0.018371	0.11924
0.004919	0.0004954
0.064583	-0.063925
-0.034218	-0.080543
0.061446	-0.13871
-0.044386	0.14237
-0.032824	-0.12867
-0.19063	0.13045
0.087683	0.072472
0.0042145	-0.073263
-0.083905	-0.0099543
0.001094	-0.0073799
-0.1907	-0.056139
0.043999	0.14069
0.030324	0.14576
-0.062905	-0.053898
-0.13917	0.012833
-0.06527	0.098235
-0.26919	0.14179
-0.23347	-0.12442
-0.15205	-0.20615
0.031259	-0.14686
0.08241	0.31753
0.12686	-0.028532
0.035094	-0.1282
-0.13739	-0.058058
-0.17403	0.069798
-0.036705	0.10324
-0.21908	-0.16409
-0.026278	0.079434
-0.090195	-0.073559
0.082765	0.25365
-0.029274	0.01944
-0.052265	-0.029175
-0.068541	-0.0086739
0.1685	0.072084
0.099765	0.025662
0.14317	0.084664
-0.025455	-0.055588
-0.060172	0.13363
-0.24428	0.22486
-0.27909	0.039097
0.043829	-0.052221
-0.058341	-0.14912
-0.13646	-0.033911
0.063769	0.14395
-0.055439	0.0087465
0.0077355	0.13421
-0.11044	-0.1428
0.10433	-0.33603
-0.24642	0.20028
-0.012425	0.13851
-0.14143	-0.065171
0.09795	0.097852
0.016625	0.097953
0.18228	0.30455
0.075091	0.25672
-0.088441	0.026388
-0.012632	-0.00032155
0.061705	0.027628
0.06411	-0.23004
-0.17931	0.20445
0.10715	-0.1242
