0.000000	1.000038	1.002458	0.999240	0.750009	1.000000
5.000000	1.000014	1.001264	0.995676	0.760423	1.000000
10.000000	1.000009	1.001184	0.993387	0.766735	1.000000
15.000000	1.000014	1.001243	0.992884	0.754858	1.000000
20.000000	1.000009	1.000974	0.992511	0.763588	1.000000
25.000000	1.000114	1.001312	0.992200	0.770511	1.000000
30.000000	1.000026	1.001259	0.992240	0.781221	1.000000
35.000000	1.000077	1.000618	0.988586	0.793464	1.000000
40.000000	1.000206	1.000764	0.993688	0.803320	1.000000
45.000000	1.000588	1.000884	0.997770	0.940763	1.000000
45.000000	0.998606	0.996192	0.989942	0.871937	1.000000
40.000000	0.999708	0.996974	0.986076	0.731478	1.000000
35.000000	0.999887	0.997222	0.980090	0.705326	1.000000
30.000000	0.999960	0.995943	0.984742	0.696279	1.000000
25.000000	0.999852	0.995522	0.986128	0.689669	1.000000
20.000000	0.999989	0.995458	0.987813	0.679336	1.000000
15.000000	0.999980	0.995345	0.988016	0.674268	1.000000
10.000000	0.999989	0.995246	0.988991	0.675193	1.000000
5.000000	0.999980	0.995138	0.990974	0.681251	1.000000
0.000000	0.999944	0.993082	0.996262	0.677435	1.000000
