100.000000	0.996800	0.973928	0.996499	0.998305	1.000000
95.000000	0.996638	0.969354	0.996462	0.998404	1.000000
90.000000	0.996806	0.973562	0.996485	0.998199	1.000000
85.000000	0.996645	0.972844	0.996284	0.997574	1.000000
80.000000	0.996114	0.972402	0.995842	0.997723	1.000000
75.000000	0.997015	0.971628	0.996955	0.998080	1.000000
70.000000	0.996212	0.974839	0.996124	0.997606	1.000000
65.000000	0.996047	0.968781	0.995082	0.996199	1.000000
60.000000	0.996650	0.969914	0.996275	0.995972	1.000000
55.000000	0.996655	0.968364	0.996017	0.996241	1.000000
50.000000	0.995480	0.969024	0.994548	0.992672	1.000000
45.000000	0.995965	0.970193	0.994474	0.993807	1.000000
40.000000	0.995650	0.968356	0.994300	0.991194	1.000000
35.000000	0.995404	0.968490	0.994620	0.986424	1.000000
30.000000	0.995567	0.965644	0.993811	0.980778	1.000000
25.000000	0.995296	0.965936	0.994560	0.975296	1.000000
20.000000	0.994025	0.963025	0.992475	0.960300	1.000000
15.000000	0.993289	0.959422	0.500000	0.958267	1.000000
10.000000	0.991400	0.969700	0.500000	0.946800	1.000000
5.000000	0.983600	0.976800	0.500000	0.880800	1.000000
