0.020000	NaN	1.000000	1.000000	NaN	NaN	NaN
0.040000	1.000316	1.000000	1.000000	1.000000	1.027594	1.027542
0.060000	1.009247	1.000050	1.000002	1.000005	1.128247	1.125806
0.080000	1.047641	1.000883	1.000073	1.000207	1.274441	1.258150
0.100000	1.124919	1.004760	1.000672	1.001761	1.436580	1.386814
0.120000	1.235205	1.014414	1.002914	1.007152	1.599903	1.496752
0.140000	1.366713	1.031637	1.008243	1.019153	1.757676	1.585757
0.160000	1.507643	1.057026	1.017926	1.039705	1.907099	1.656381
0.180000	1.648622	1.090325	1.032785	1.069583	2.047247	1.712209
0.200000	1.783305	1.130787	1.053180	1.108589	2.178040	1.756522
0.220000	1.908071	1.177426	1.079087	1.155892	2.299740	1.791976
0.240000	2.021351	1.229171	1.110214	1.210320	2.412744	1.820613
0.260000	2.122947	1.284961	1.146095	1.270563	2.517502	1.843979
0.280000	2.213475	1.343798	1.186161	1.335311	2.614483	1.863240
0.300000	2.293967	1.404782	1.229799	1.403333	2.704166	1.879277
0.320000	2.365610	1.467126	1.276385	1.473528	2.787030	1.892767
0.340000	2.429598	1.530162	1.325320	1.544942	2.863552	1.904233
0.360000	2.487042	1.593334	1.376040	1.616774	2.934195	1.914087
0.380000	2.538935	1.656193	1.428031	1.688371	2.999405	1.922655
0.400000	2.586139	1.718384	1.480837	1.759210	3.059610	1.930203
0.420000	2.629388	1.779630	1.534059	1.828886	3.115213	1.936945
0.440000	2.669299	1.839724	1.587356	1.897094	3.166591	1.943059
0.460000	2.706385	1.898514	1.640441	1.963608	3.214096	1.948693
0.480000	2.741072	1.955893	1.693078	2.028274	3.258054	1.953970
0.500000	2.773708	2.011789	1.745075	2.090987	3.298763	1.958993
0.520000	2.804582	2.066161	1.796281	2.151689	3.336499	1.963847
0.540000	2.833927	2.118988	1.846578	2.210353	3.371514	1.968604
0.560000	2.861936	2.170266	1.895877	2.266977	3.404037	1.973325
0.580000	2.888767	2.220004	1.944115	2.321581	3.434277	1.978058
0.600000	2.914548	2.268221	1.991247	2.374196	3.462426	1.982843
0.620000	2.939386	2.314943	2.037247	2.424867	3.488656	1.987713
0.640000	2.963367	2.360200	2.082099	2.473646	3.513126	1.992693
0.660000	2.986564	2.404028	2.125801	2.520587	3.535978	1.997803
0.680000	3.009036	2.446463	2.168358	2.565751	3.557343	2.003059
0.700000	3.030833	2.487544	2.209781	2.609200	3.577340	2.008470
0.720000	3.051998	2.527309	2.250087	2.650996	3.596076	2.014044
0.740000	3.072565	2.565800	2.289296	2.691201	3.613649	2.019785
0.760000	3.092565	2.603055	2.327431	2.729877	3.630149	2.025694
0.780000	3.112025	2.639114	2.364518	2.767085	3.645658	2.031771
0.800000	3.130966	2.674016	2.400582	2.802884	3.660249	2.038011
0.820000	3.149410	2.707799	2.435651	2.837332	3.673990	2.044413
0.840000	3.167373	2.740502	2.469752	2.870485	3.686944	2.050969
0.860000	3.184873	2.772160	2.502914	2.902397	3.699168	2.057674
0.880000	3.201924	2.802809	2.535163	2.933121	3.710712	2.064521
0.900000	3.218540	2.832485	2.566527	2.962706	3.721626	2.071502
0.920000	3.234733	2.861222	2.597033	2.991200	3.731952	2.078610
0.940000	3.250515	2.889052	2.626707	3.018651	3.741730	2.085837
0.960000	3.265899	2.916007	2.655575	3.045101	3.750998	2.093174
0.980000	3.280893	2.942119	2.683662	3.070594	3.759789	2.100613
1.000000	3.295510	2.967418	2.710993	3.095170	3.768135	2.108146
1.020000	3.309759	2.991933	2.737592	3.118867	3.776064	2.115765
1.040000	3.323649	3.015692	2.763482	3.141724	3.783604	2.123462
1.060000	3.337190	3.038724	2.788685	3.163775	3.790778	2.131230
1.080000	3.350391	3.061053	2.813223	3.185054	3.797609	2.139062
1.100000	3.363261	3.082707	2.837118	3.205593	3.804119	2.146951
1.120000	3.375808	3.103710	2.860390	3.225424	3.810328	2.154889
1.140000	3.388042	3.124086	2.883059	3.244576	3.816252	2.162871
1.160000	3.399970	3.143858	2.905144	3.263076	3.821909	2.170891
1.180000	3.411600	3.163049	2.926665	3.280953	3.827315	2.178944
1.200000	3.422940	3.181680	2.947640	3.298230	3.832485	2.187023
1.220000	3.433998	3.199773	2.968086	3.314933	3.837431	2.195125
1.240000	3.444781	3.217347	2.988020	3.331085	3.842167	2.203245
1.260000	3.455298	3.234422	3.007459	3.346708	3.846704	2.211378
1.280000	3.465554	3.251017	3.026420	3.361823	3.851054	2.219522
1.300000	3.475558	3.267150	3.044917	3.376452	3.855227	2.227672
1.320000	3.485315	3.282838	3.062966	3.390612	3.859232	2.235825
1.340000	3.494833	3.298099	3.080581	3.404323	3.863079	2.243979
1.360000	3.504119	3.312949	3.097777	3.417601	3.866776	2.252132
1.380000	3.513177	3.327403	3.114568	3.430465	3.870332	2.260279
1.400000	3.522016	3.341476	3.130967	3.442930	3.873753	2.268421
1.420000	3.530641	3.355184	3.146986	3.455012	3.877048	2.276554
