100.000000	0.996954	0.971229	0.997161	0.998550	0.999713
95.000000	0.997077	0.974717	0.996999	0.998491	1.000000
90.000000	0.996775	0.973456	0.996346	0.998051	1.000000
85.000000	0.996687	0.971078	0.996543	0.998014	1.000000
80.000000	0.996852	0.971597	0.996877	0.998248	1.000000
75.000000	0.995988	0.968411	0.995499	0.997401	1.000000
70.000000	0.996212	0.971857	0.996218	0.997061	1.000000
65.000000	0.996372	0.970675	0.995813	0.996542	1.000000
60.000000	0.996069	0.973639	0.995528	0.995733	1.000000
55.000000	0.996340	0.971438	0.995818	0.995613	1.000000
50.000000	0.995452	0.967364	0.994904	0.995072	1.000000
45.000000	0.995047	0.966291	0.994435	0.991081	1.000000
40.000000	0.995488	0.969413	0.994488	0.988144	1.000000
35.000000	0.995927	0.971380	0.995069	0.987322	1.000000
30.000000	0.994556	0.962267	0.992722	0.980956	1.000000
25.000000	0.995568	0.964464	0.993872	0.974000	1.000000
20.000000	0.994100	0.967650	0.993088	0.970450	1.000000
15.000000	0.993378	0.968844	0.500000	0.958178	1.000000
10.000000	0.993600	0.967100	0.500000	0.954300	1.000000
5.000000	0.982000	0.971600	0.500000	0.887200	1.000000
