01	0.9890	0.9831	0.9728	0.9823	0.9853
02	0.9867	0.9426	0.9367	0.9529	0.9529
03	0.9809	0.9816	0.9809	0.9683	0.9573
04	0.9698	0.7062	0.8851	0.9757	0.9462
05	0.9455	0.9161	0.8866	0.9057	0.8962
06	0.8829	0.8836	0.8601	0.8726	0.8756
07	0.8483	0.7077	0.7489	0.7776	0.7835
08	0.8255	0.8137	0.7526	0.7798	0.8056
09	0.8181	0.7614	0.6892	0.7091	0.6944
10	0.8122	0.7054	0.7297	0.8078	0.8049
11	0.7224	0.6193	0.5685	0.6163	0.6414
12	0.6973	0.7106	0.5810	0.6068	0.5898
13	0.6915	0.6252	0.5913	0.6679	0.6340
14	0.6878	0.5714	0.5140	0.5869	0.5773
15	0.6745	0.5641	0.5501	0.6333	0.5604
16	0.6642	0.6001	0.5692	0.5950	0.5457
17	0.6524	0.5119	0.5309	0.6532	0.6068
18	0.6465	0.6473	0.5530	0.6046	0.5950
