1.000000	1.000000	0.000000
1.000000	2.000000	0.233194
1.000000	3.000000	0.177839
1.000000	4.000000	0.241075
1.000000	5.000000	0.224475
1.000000	6.000000	0.097724
1.000000	7.000000	0.000000
2.000000	1.000000	0.244945
2.000000	2.000000	0.000000
2.000000	3.000000	0.250264
2.000000	4.000000	0.215326
2.000000	5.000000	0.244511
2.000000	6.000000	0.299387
2.000000	7.000000	0.000000
3.000000	1.000000	0.211564
3.000000	2.000000	0.250778
3.000000	3.000000	0.000000
3.000000	4.000000	0.241075
3.000000	5.000000	0.250435
3.000000	6.000000	0.293446
3.000000	7.000000	0.000000
4.000000	1.000000	0.245516
4.000000	2.000000	0.187500
4.000000	3.000000	0.234546
4.000000	4.000000	0.000000
4.000000	5.000000	0.237100
4.000000	6.000000	0.097724
4.000000	7.000000	0.000000
5.000000	1.000000	0.253641
5.000000	2.000000	0.279672
5.000000	3.000000	0.286168
5.000000	4.000000	0.258337
5.000000	5.000000	0.000000
5.000000	6.000000	0.211720
5.000000	7.000000	0.000000
6.000000	1.000000	0.044335
6.000000	2.000000	0.048856
6.000000	3.000000	0.051183
6.000000	4.000000	0.044189
6.000000	5.000000	0.043480
6.000000	6.000000	0.000000
6.000000	7.000000	0.000000
7.000000	1.000000	0.000000
7.000000	2.000000	0.000000
7.000000	3.000000	0.000000
7.000000	4.000000	0.000000
7.000000	5.000000	0.000000
7.000000	6.000000	0.000000
7.000000	7.000000	0.000000
