-0.49784	0.00053598
-0.53966	0.059426
-0.72463	-0.52212
-0.70557	-0.089591
-0.52086	-0.65951
-0.7044	-0.15539
0.069323	-0.47993
-0.74973	-0.2987
-0.34744	-0.68694
-0.12352	0.0018394
-0.49112	0.15479
-0.38446	-0.74233
-0.33792	-0.7241
0.13151	-0.44316
0.012813	-0.19161
-0.15205	-0.6579
-0.63843	-0.58386
-0.62954	-0.035648
-0.16871	-0.64166
-0.40916	0.018167
0.0020527	-0.11218
-0.69081	-0.5526
-0.3321	-0.68601
-0.3316	0.095103
-0.66559	-0.067326
-0.64236	-0.47238
0.039787	-0.39699
-0.024171	-0.48573
-0.2158	-0.72261
-0.21741	0.047634
-0.73217	-0.45405
-0.27658	0.063629
-0.4923	-0.69187
-0.059001	-0.65522
-0.74283	-0.34347
-0.7485	-0.28044
-0.012873	-0.08339
-0.10975	-0.71458
-0.50252	-0.6755
0.049149	-0.1374
-0.22699	0.075757
-0.37922	-0.69351
-0.15119	0.0052309
-0.46252	0.066023
-0.027511	-0.62428
-0.24565	-0.7194
-0.7458	-0.31106
0.0069946	-0.16691
-0.78402	-0.26065
-0.62157	-0.57762
-0.79815	-0.31347
-0.12998	-0.72485
0.05012	-0.2106
-0.47222	0.070341
0.029796	-0.31467
-0.15483	-0.67029
-0.019511	-0.50627
0.065163	-0.47123
-0.49927	0.050784
-0.24872	-0.70585
-0.57559	-0.63576
-0.58012	-0.67158
-0.093015	-0.058773
-0.013702	-0.55943
-0.17148	-0.67627
-0.30396	0.058109
-0.093998	-0.019099
-0.22261	-0.69085
-0.017728	-0.54775
-0.50815	-0.671
-0.55927	-0.016071
-0.06673	-0.61496
-0.68379	-0.49858
-0.25241	0.03413
-0.32773	0.011074
0.056451	-0.23597
-0.61799	-0.016112
-0.52975	-0.63392
-0.37753	-0.73993
0.019086	-0.13706
0.31701	0.75771
0.67075	0.49559
0.037304	0.062988
0.69021	0.50932
0.61273	0.62756
0.45127	-0.021064
-0.10388	0.37767
0.68116	0.45863
0.13935	-0.0032209
0.7189	0.46904
0.44569	-0.026994
0.024441	0.037652
-0.061361	0.54553
0.59631	0.66439
0.038802	0.058639
0.54767	-0.045749
0.66436	0.60633
0.33491	-0.065658
0.42289	0.72827
0.16756	-0.093511
