1.000000	1.000000	0.000000
1.000000	2.000000	2.015564
1.000000	3.000000	2.828427
1.000000	4.000000	2.000000
1.000000	5.000000	1.767767
1.000000	6.000000	7.071068
1.000000	7.000000	0.000000
2.000000	1.000000	2.015564
2.000000	2.000000	0.000000
2.000000	3.000000	1.750000
2.000000	4.000000	2.657536
2.000000	5.000000	1.250000
2.000000	6.000000	5.055937
2.000000	7.000000	0.000000
3.000000	1.000000	2.828427
3.000000	2.000000	1.750000
3.000000	3.000000	0.000000
3.000000	4.000000	2.000000
3.000000	5.000000	1.060660
3.000000	6.000000	5.099020
3.000000	7.000000	0.000000
4.000000	1.000000	2.000000
4.000000	2.000000	2.657536
4.000000	3.000000	2.000000
4.000000	4.000000	0.000000
4.000000	5.000000	1.457738
4.000000	6.000000	7.071068
4.000000	7.000000	0.000000
5.000000	1.000000	1.767767
5.000000	2.000000	1.250000
5.000000	3.000000	1.060660
5.000000	4.000000	1.457738
5.000000	5.000000	0.000000
5.000000	6.000000	5.755432
5.000000	7.000000	0.000000
6.000000	1.000000	7.071068
6.000000	2.000000	5.055937
6.000000	3.000000	5.099020
6.000000	4.000000	7.071068
6.000000	5.000000	5.755432
6.000000	6.000000	0.000000
6.000000	7.000000	0.000000
7.000000	1.000000	0.000000
7.000000	2.000000	0.000000
7.000000	3.000000	0.000000
7.000000	4.000000	0.000000
7.000000	5.000000	0.000000
7.000000	6.000000	0.000000
7.000000	7.000000	0.000000
