01	0.9890	0.9831	0.9728	0.9823	0.9853
02	0.9867	0.9426	0.9367	0.9529	0.9529
03	0.9838	0.8667	0.9485	0.9978	0.9993
04	0.9809	0.9816	0.9809	0.9683	0.9573
05	0.9698	0.7062	0.8851	0.9757	0.9462
06	0.9595	0.8152	0.9161	0.9919	0.9595
07	0.9455	0.9161	0.8866	0.9057	0.8962
08	0.8829	0.8836	0.8601	0.8726	0.8756
09	0.8483	0.7077	0.7489	0.7776	0.7835
10	0.8299	0.7850	0.7894	0.8409	0.8822
11	0.8255	0.8137	0.7526	0.7798	0.8056
12	0.8181	0.7614	0.6892	0.7091	0.6944
13	0.8122	0.7054	0.7297	0.8078	0.8049
14	0.7901	0.7246	0.6767	0.7960	0.7717
15	0.7253	0.7113	0.6237	0.7408	0.7415
16	0.7224	0.6193	0.5685	0.6163	0.6414
17	0.6973	0.7106	0.5810	0.6068	0.5898
18	0.6915	0.6252	0.5913	0.6679	0.6340
19	0.6878	0.5714	0.5140	0.5869	0.5773
20	0.6834	0.6613	0.6303	0.6841	0.6414
21	0.6745	0.5641	0.5501	0.6333	0.5604
22	0.6642	0.6001	0.5692	0.5950	0.5457
23	0.6524	0.5119	0.5309	0.6532	0.6068
24	0.6465	0.6473	0.5530	0.6046	0.5950
