   5.6990941e-01   2.2900000e+02
  -5.6317198e+00  -2.3361681e+00
  -5.7096506e+00  -2.5104147e+00
  -5.7911918e+00  -2.7723093e+00
  -5.8381158e+00  -3.0342039e+00
  -5.8517104e+00  -3.2960985e+00
  -5.8318026e+00  -3.5579931e+00
  -5.7765680e+00  -3.8198877e+00
  -5.6819043e+00  -4.0817822e+00
  -5.6317198e+00  -4.1781156e+00
  -5.5383758e+00  -4.3436768e+00
  -5.3900242e+00  -4.5384829e+00
  -5.3327507e+00  -4.6055714e+00
  -5.1483285e+00  -4.7775208e+00
  -5.0362882e+00  -4.8674660e+00
  -4.9066329e+00  -4.9554406e+00
  -4.6649372e+00  -5.0943309e+00
  -4.5945745e+00  -5.1293606e+00
  -4.4232416e+00  -5.2063135e+00
  -4.1815459e+00  -5.3011790e+00
  -3.9398503e+00  -5.3880135e+00
  -3.9306462e+00  -5.3912552e+00
  -3.6981546e+00  -5.4708199e+00
  -3.4564590e+00  -5.5569105e+00
  -3.2147633e+00  -5.6524890e+00
  -3.2132500e+00  -5.6531498e+00
  -2.9730677e+00  -5.7602605e+00
  -2.7313721e+00  -5.8820791e+00
  -2.6711829e+00  -5.9150444e+00
  -2.4896764e+00  -6.0191179e+00
  -2.2479808e+00  -6.1665426e+00
  -2.2311708e+00  -6.1769390e+00
  -2.0062851e+00  -6.3250183e+00
  -1.8327419e+00  -6.4388336e+00
  -1.7645895e+00  -6.4872495e+00
  -1.5228938e+00  -6.6498619e+00
  -1.4412835e+00  -6.7007282e+00
  -1.2811982e+00  -6.8068181e+00
  -1.0395025e+00  -6.9481498e+00
  -1.0101398e+00  -6.9626228e+00
  -7.9780688e-01  -7.0695657e+00
  -5.5611123e-01  -7.1646118e+00
  -3.4367068e-01  -7.2245174e+00
  -3.1441559e-01  -7.2326656e+00
  -7.2719941e-02  -7.2731708e+00
   1.6897571e-01  -7.2885616e+00
   4.1067135e-01  -7.2815302e+00
   6.5236700e-01  -7.2552744e+00
   8.2992363e-01  -7.2245174e+00
