   5.0000000e-01   2.0500000e+02
  -6.0000000e-01   2.3458540e+00
  -6.0704186e-01   2.3000000e+00
  -6.2002754e-01   2.2000000e+00
  -6.3018321e-01   2.1000000e+00
  -6.3736146e-01   2.0000000e+00
  -6.4139427e-01   1.9000000e+00
  -6.4208422e-01   1.8000000e+00
  -6.3922422e-01   1.7000000e+00
  -6.3263834e-01   1.6000000e+00
  -6.2222267e-01   1.5000000e+00
  -6.0797310e-01   1.4000000e+00
  -6.0000000e-01   1.3543741e+00
  -5.8868104e-01   1.3000000e+00
  -5.6409265e-01   1.2000000e+00
  -5.3548326e-01   1.1000000e+00
  -5.0328432e-01   1.0000000e+00
  -5.0000000e-01   9.9046298e-01
  -4.6329456e-01   9.0000000e-01
  -4.1944420e-01   8.0000000e-01
  -4.0000000e-01   7.5790043e-01
  -3.6913235e-01   7.0000000e-01
  -3.1330042e-01   6.0000000e-01
  -3.0000000e-01   5.7706520e-01
  -2.4947515e-01   5.0000000e-01
  -2.0000000e-01   4.2709190e-01
  -1.7955198e-01   4.0000000e-01
  -1.0153628e-01   3.0000000e-01
  -1.0000000e-01   2.9810780e-01
  -1.2915735e-02   2.0000000e-01
   0.0000000e+00   1.8604775e-01
   8.6031046e-02   1.0000000e-01
   1.0000000e-01   8.6715441e-02
   1.9750252e-01   0.0000000e+00
   2.0000000e-01  -2.0885854e-03
   3.0000000e-01  -8.0550066e-02
   3.2624392e-01  -1.0000000e-01
   4.0000000e-01  -1.5065695e-01
   4.7589852e-01  -2.0000000e-01
   5.0000000e-01  -2.1428215e-01
   6.0000000e-01  -2.7012617e-01
   6.5707455e-01  -3.0000000e-01
   7.0000000e-01  -3.2005904e-01
   8.0000000e-01  -3.6355823e-01
   8.9185386e-01  -4.0000000e-01
   9.0000000e-01  -4.0281675e-01
   1.0000000e+00  -4.3431050e-01
   1.1000000e+00  -4.6182399e-01
   1.2000000e+00  -4.8496459e-01
   1.2806403e+00  -5.0000000e-01
   1.3000000e+00  -5.0305007e-01
   1.4000000e+00  -5.1518704e-01
   1.5000000e+00  -5.2300126e-01
   1.6000000e+00  -5.2642123e-01
   1.7000000e+00  -5.2545488e-01
   1.8000000e+00  -5.2017261e-01
   1.9000000e+00  -5.1067201e-01
   1.9773554e+00  -5.0000000e-01
   2.0000000e+00  -4.9682087e-01
   2.1000000e+00  -4.7826135e-01
   2.2000000e+00  -4.5620189e-01
   2.3000000e+00  -4.3075635e-01
   2.4000000e+00  -4.0188130e-01
   2.4059626e+00  -4.0000000e-01
   2.5000000e+00  -3.6943617e-01
   2.6000000e+00  -3.3429757e-01
   2.6910536e+00  -3.0000000e-01
   2.7000000e+00  -2.9640272e-01
   2.8000000e+00  -2.5515957e-01
   2.9000000e+00  -2.1157215e-01
   2.9261337e+00  -2.0000000e-01
   3.0000000e+00  -1.6413711e-01
   3.1000000e+00  -1.1388241e-01
   3.1271816e+00  -1.0000000e-01
   3.2000000e+00  -5.8997404e-02
   3.3000000e+00  -9.4415507e-04
   3.3015997e+00   0.0000000e+00
   3.4000000e+00   6.3644221e-02
   3.4545489e+00   1.0000000e-01
   3.5000000e+00   1.3300411e-01
   3.5896110e+00   2.0000000e-01
   3.6000000e+00   2.0839375e-01
   3.7000000e+00   2.9182968e-01
   3.7093926e+00   3.0000000e-01
   3.8000000e+00   3.8431283e-01
   3.8160520e+00   4.0000000e-01
   3.9000000e+00   4.8729947e-01
   3.9115339e+00   5.0000000e-01
   3.9971203e+00   6.0000000e-01
   4.0000000e+00   6.0356067e-01
   4.0728996e+00   7.0000000e-01
   4.1000000e+00   7.3808007e-01
   4.1408292e+00   8.0000000e-01
   4.2000000e+00   8.9609127e-01
   4.2022158e+00   9.0000000e-01
   4.2551668e+00   1.0000000e+00
   4.3000000e+00   1.0928263e+00
   4.3031747e+00   1.1000000e+00
   4.3437457e+00   1.2000000e+00
   4.3796038e+00   1.3000000e+00
   4.4000000e+00   1.3651959e+00
   4.4100299e+00   1.4000000e+00
   4.4348051e+00   1.5000000e+00
   4.4549946e+00   1.6000000e+00
   4.4706032e+00   1.7000000e+00
   4.4816850e+00   1.8000000e+00
   4.4883284e+00   1.9000000e+00
   4.4906358e+00   2.0000000e+00
   4.4887011e+00   2.1000000e+00
   4.4825893e+00   2.2000000e+00
   4.4723213e+00   2.3000000e+00
   4.4578699e+00   2.4000000e+00
   4.4391682e+00   2.5000000e+00
   4.4161301e+00   2.6000000e+00
   4.4000000e+00   2.6595428e+00
   4.3885300e+00   2.7000000e+00
   4.3561107e+00   2.8000000e+00
   4.3189438e+00   2.9000000e+00
   4.3000000e+00   2.9460905e+00
   4.2764515e+00   3.0000000e+00
   4.2283921e+00   3.1000000e+00
   4.2000000e+00   3.1542611e+00
   4.1744509e+00   3.2000000e+00
   4.1141096e+00   3.3000000e+00
   4.1000000e+00   3.3219858e+00
   4.0465155e+00   3.4000000e+00
   4.0000000e+00   3.4634340e+00
   3.9714083e+00   3.5000000e+00
   3.9000000e+00   3.5860466e+00
   3.8876783e+00   3.6000000e+00
   3.8000000e+00   3.6939965e+00
   3.7940511e+00   3.7000000e+00
   3.7000000e+00   3.7900625e+00
   3.6889839e+00   3.8000000e+00
   3.6000000e+00   3.8761911e+00
   3.5704667e+00   3.9000000e+00
   3.5000000e+00   3.9538468e+00
   3.4357017e+00   4.0000000e+00
   3.4000000e+00   4.0242295e+00
   3.3000000e+00   4.0881473e+00
   3.2804296e+00   4.1000000e+00
   3.2000000e+00   4.1459576e+00
   3.1000000e+00   4.1988454e+00
   3.0977130e+00   4.2000000e+00
   3.0000000e+00   4.2464703e+00
   2.9000000e+00   4.2899918e+00
   2.8755454e+00   4.3000000e+00
   2.8000000e+00   4.3291938e+00
   2.7000000e+00   4.3646294e+00
   2.6000000e+00   4.3965139e+00
   2.5881717e+00   4.4000000e+00
   2.5000000e+00   4.4248957e+00
   2.4000000e+00   4.4499657e+00
   2.3000000e+00   4.4717878e+00
   2.2000000e+00   4.4904278e+00
   2.1384263e+00   4.5000000e+00
   2.1000000e+00   4.5058928e+00
   2.0000000e+00   4.5179808e+00
   1.9000000e+00   4.5266017e+00
