   3.0007077e-01   7.7000000e+01
  -4.1815459e+00  -3.0233613e+00
  -4.1902102e+00  -3.0342039e+00
  -4.2885249e+00  -3.2960985e+00
  -4.2776549e+00  -3.5579931e+00
  -4.1815459e+00  -3.7837406e+00
  -4.1619888e+00  -3.8198877e+00
  -3.9398503e+00  -4.0390890e+00
  -3.8847298e+00  -4.0817822e+00
  -3.6981546e+00  -4.1809693e+00
  -3.4564590e+00  -4.2853331e+00
  -3.2967220e+00  -4.3436768e+00
  -3.2147633e+00  -4.3671758e+00
  -2.9730677e+00  -4.4297577e+00
  -2.7313721e+00  -4.5011973e+00
  -2.4896764e+00  -4.5974550e+00
  -2.4727080e+00  -4.6055714e+00
  -2.2479808e+00  -4.6939344e+00
  -2.0062851e+00  -4.8206609e+00
  -1.9281561e+00  -4.8674660e+00
  -1.7645895e+00  -4.9464166e+00
  -1.5228938e+00  -5.0707413e+00
  -1.4049940e+00  -5.1293606e+00
  -1.2811982e+00  -5.1795692e+00
  -1.0395025e+00  -5.2639454e+00
  -7.9780688e-01  -5.3324049e+00
  -5.5611123e-01  -5.3773055e+00
  -3.2076023e-01  -5.3912552e+00
  -3.1441559e-01  -5.3915626e+00
  -3.0921416e-01  -5.3912552e+00
  -7.2719941e-02  -5.3711733e+00
   1.6897571e-01  -5.3168341e+00
   4.1067135e-01  -5.2366033e+00
   6.5236700e-01  -5.1439116e+00
   6.9010969e-01  -5.1293606e+00
   8.9406264e-01  -5.0108557e+00
   1.1357583e+00  -4.8956441e+00
   1.2094501e+00  -4.8674660e+00
   1.3774539e+00  -4.7550926e+00
   1.6191496e+00  -4.6507050e+00
   1.7553441e+00  -4.6055714e+00
   1.8608452e+00  -4.5221046e+00
   2.1025409e+00  -4.3946919e+00
   2.2028352e+00  -4.3436768e+00
   2.1025409e+00  -4.1026608e+00
   1.8608452e+00  -4.1585375e+00
   1.6191496e+00  -4.1924829e+00
   1.3774539e+00  -4.2015384e+00
   1.1357583e+00  -4.1848164e+00
   8.9406264e-01  -4.1431671e+00
   6.6479139e-01  -4.0817822e+00
   6.5236700e-01  -4.0800530e+00
   4.1067135e-01  -4.0306894e+00
   1.6897571e-01  -3.9707559e+00
  -7.2719941e-02  -3.9033934e+00
  -3.1441559e-01  -3.8312868e+00
  -3.5218604e-01  -3.8198877e+00
  -5.5611123e-01  -3.7762110e+00
  -7.9780688e-01  -3.7240135e+00
  -1.0395025e+00  -3.6699756e+00
  -1.2811982e+00  -3.6099158e+00
  -1.4548252e+00  -3.5579931e+00
  -1.5228938e+00  -3.5415538e+00
  -1.7645895e+00  -3.4696581e+00
  -2.0062851e+00  -3.3663795e+00
  -2.1281721e+00  -3.2960985e+00
  -2.2479808e+00  -3.2394292e+00
  -2.4896764e+00  -3.1015583e+00
  -2.5969775e+00  -3.0342039e+00
  -2.7313721e+00  -2.9675761e+00
  -2.9730677e+00  -2.8567378e+00
  -3.2028215e+00  -2.7723093e+00
  -3.2147633e+00  -2.7688482e+00
  -3.4564590e+00  -2.7346907e+00
  -3.6981546e+00  -2.7444731e+00
  -3.8042146e+00  -2.7723093e+00
  -3.9398503e+00  -2.8267182e+00
  -4.1815459e+00  -3.0233613e+00
   2.9993853e-01   5.7000000e+01
   3.5527148e+00   2.5784881e+00
   3.4872953e+00   2.4655825e+00
   3.4066914e+00   2.2036880e+00
   3.3847568e+00   1.9417934e+00
   3.4036510e+00   1.6798988e+00
   3.4490653e+00   1.4180042e+00
   3.5094710e+00   1.1561096e+00
   3.5527148e+00   9.9168867e-01
   3.5809369e+00   8.9421499e-01
   3.6607706e+00   6.3232040e-01
   3.7346220e+00   3.7042581e-01
   3.7944104e+00   1.3234349e-01
   3.8015432e+00   1.0853122e-01
   3.8729656e+00  -1.5336337e-01
   3.9329380e+00  -4.1525796e-01
   3.9827879e+00  -6.7715256e-01
   4.0243094e+00  -9.3904715e-01
   4.0361060e+00  -1.0302216e+00
   4.0704182e+00  -1.2009417e+00
   4.1216151e+00  -1.4628363e+00
   4.1879352e+00  -1.7247309e+00
   4.2778017e+00  -1.9282561e+00
   4.5194973e+00  -1.9825136e+00
   4.7611930e+00  -1.8667536e+00
   4.9408177e+00  -1.7247309e+00
