-0.14979	0.12074
0.046197	-0.17034
0.023129	0.094913
-0.15645	-0.29187
0.012021	0.14239
0.24403	0.33163
0.31431	0.14162
0.24561	0.30665
-0.29819	0.19002
-0.17777	-0.16728
0.32206	-0.3287
-0.037255	0.028924
-0.14274	0.33167
0.051379	0.081031
0.26848	-0.15648
-0.064256	0.071296
-0.029398	0.28947
-0.32738	0.038459
0.32157	-0.10405
0.26608	-0.042516
-0.031435	0.15906
-0.33193	-0.17706
0.054305	-0.21505
-0.043125	-0.22851
0.13636	0.15194
0.10071	0.11734
-0.25005	-0.30129
-0.062622	0.13165
-0.32565	-0.32063
-0.20966	0.2075
0.17766	0.052208
-0.23992	0.25539
-0.035238	-0.22927
-0.094408	0.029531
-0.12362	-0.075116
-0.034947	-0.073674
0.32249	-0.18914
0.1392	-0.0040695
0.32997	0.14428
-0.24429	-0.042397
-0.32229	0.27294
0.16071	-0.031273
-0.20681	-0.04752
-0.096568	-0.0017839
-0.14522	-0.018013
-0.059898	0.0995
0.21125	-0.017543
-0.1945	0.00013696
-0.24482	0.078264
0.2248	0.15685
