4.000000	1.000000	1.000000	1.000000	1.002935	1.002698
3.900000	1.000000	1.000000	1.000000	1.003648	1.001242
3.800000	1.000000	1.000000	1.000036	1.003451	1.002477
3.700000	1.000000	1.000000	1.000358	1.002998	1.006007
3.600000	1.000000	1.000000	1.000036	1.004212	1.003202
3.500000	1.000000	1.000000	1.000048	1.003453	1.003858
3.400000	1.000000	1.000000	1.000048	1.004100	1.002327
3.300000	1.000124	1.000112	1.000403	1.004466	1.002812
3.200000	1.000036	1.000036	1.000150	1.003993	1.002985
3.100000	1.000151	1.000151	1.000213	1.003556	1.004131
3.000000	1.000223	1.000225	1.000503	1.003559	1.003256
2.900000	1.000291	1.000255	1.000721	1.004505	1.003192
2.800000	1.000191	1.000191	1.000502	1.005626	1.003509
2.700000	1.000281	1.000273	1.000501	1.002473	1.001986
2.600000	1.000746	1.000800	1.000679	1.003515	1.002265
2.500000	1.000833	1.000948	1.000889	1.002693	1.002190
2.400000	1.000440	1.000412	1.000642	1.003266	1.000441
2.300000	1.000678	1.000516	0.999967	1.002770	0.996798
2.200000	1.000325	1.000189	0.999287	1.001288	0.990094
2.100000	0.999215	0.999198	0.998168	1.000596	0.995074
2.000000	0.997497	0.997554	0.996029	0.996454	0.985966
1.900000	0.995796	0.996317	0.993203	0.994802	0.986688
1.800000	0.991412	0.991800	0.989200	0.994048	0.979262
1.700000	0.990361	0.990831	0.988510	0.989005	0.979450
1.600000	0.982436	0.983627	0.977202	0.983513	0.965005
1.500000	0.968118	0.968197	0.962958	0.972446	0.952999
1.400000	0.955733	0.957635	0.947805	0.962866	0.946637
1.300000	0.930292	0.932047	0.922562	0.946347	0.931109
1.200000	0.916258	0.919150	0.904177	0.930657	0.920253
1.100000	0.895076	0.899713	0.883562	0.918225	0.902250
1.000000	0.859924	0.864130	0.852788	0.890431	0.880195
0.900000	0.812055	0.819115	0.801602	0.855756	0.843416
0.800000	0.783487	0.789947	0.770953	0.833547	0.825498
0.700000	0.754865	0.762297	0.748663	0.811619	0.807981
0.600000	0.695181	0.705655	0.698858	0.777536	0.772952
0.500000	0.656208	0.667932	0.661930	0.743461	0.745524
0.400000	0.623425	0.641707	0.631251	0.737505	0.727697
0.300000	0.593823	0.610321	0.614468	0.700164	0.710214
0.200000	0.565814	0.583135	0.581880	0.678362	0.690494
0.100000	0.535258	0.556515	0.544603	0.652015	0.671428
0.000000	0.531551	0.553271	0.547907	0.662383	0.672100
0.000000	0.416001	0.440793	0.441069	0.504985	0.590820
0.100000	0.406726	0.433349	0.433993	0.498993	0.585460
0.200000	0.418786	0.445545	0.448240	0.513806	0.594322
0.300000	0.448249	0.477807	0.460904	0.543540	0.609946
0.400000	0.483599	0.502029	0.496637	0.573351	0.629927
0.500000	0.531336	0.552244	0.541854	0.622635	0.667668
0.600000	0.576715	0.591361	0.582370	0.663576	0.698024
0.700000	0.620095	0.635159	0.618453	0.685949	0.720131
0.800000	0.650721	0.660581	0.653219	0.721549	0.744886
0.900000	0.705745	0.710397	0.696130	0.756380	0.770248
1.000000	0.750604	0.762278	0.737916	0.798209	0.797349
1.100000	0.789716	0.795479	0.784966	0.827567	0.829518
1.200000	0.822670	0.830154	0.813207	0.854071	0.843147
1.300000	0.859532	0.864961	0.846558	0.880701	0.860115
1.400000	0.890171	0.894613	0.883455	0.909214	0.885419
1.500000	0.919250	0.923291	0.910870	0.933690	0.905817
1.600000	0.931284	0.932357	0.922790	0.941703	0.912139
1.700000	0.952095	0.953441	0.944766	0.954699	0.925126
1.800000	0.963524	0.962008	0.957368	0.964784	0.928650
1.900000	0.973252	0.973211	0.968393	0.970454	0.938208
2.000000	0.978319	0.979270	0.974459	0.973978	0.949266
2.100000	0.986777	0.987274	0.982808	0.978996	0.948438
2.200000	0.990171	0.990707	0.987713	0.984592	0.962098
2.300000	0.993258	0.993660	0.991465	0.986670	0.964170
2.400000	0.996176	0.996084	0.993662	0.988206	0.969295
2.500000	0.995423	0.995148	0.992991	0.986779	0.972386
2.600000	0.997766	0.997696	0.996465	0.987301	0.972975
2.700000	0.999143	0.999167	0.998107	0.983391	0.979134
2.800000	0.999513	0.999513	0.998594	0.987142	0.980691
2.900000	0.999397	0.999465	0.998471	0.987655	0.980120
3.000000	0.999625	0.999631	0.998969	0.987281	0.984728
3.100000	0.999753	0.999753	0.999587	0.991924	0.985133
3.200000	0.999956	0.999956	0.999746	0.988911	0.987895
3.300000	0.999828	0.999848	0.999373	0.989910	0.989884
3.400000	1.000000	1.000000	0.999936	0.988916	0.992257
3.500000	1.000000	1.000000	0.999936	0.992123	0.991166
3.600000	1.000000	1.000000	0.999956	0.989428	0.991702
3.700000	1.000000	1.000000	0.999554	0.994642	0.988345
3.800000	1.000000	1.000000	0.999956	0.991373	0.994043
3.900000	1.000000	1.000000	1.000000	0.990032	0.997422
4.000000	1.000000	1.000000	1.000000	0.993353	0.994638
