-0.73333	0.73333
-0.73333	0.65614
-0.73333	0.57895
-0.73333	0.50175
-0.73333	0.42456
-0.73333	0.34737
-0.73333	0.27018
-0.73333	0.19298
-0.73333	0.11579
-0.73333	0.038596
-0.73333	-0.038596
-0.73333	-0.11579
-0.73333	-0.19298
-0.73333	-0.27018
-0.73333	-0.34737
-0.73333	-0.42456
-0.73333	-0.50175
-0.73333	-0.57895
-0.73333	-0.65614
-0.73333	-0.73333
-0.65614	0.73333
-0.65614	-0.73333
-0.57895	0.73333
-0.57895	-0.73333
-0.50175	0.73333
-0.50175	-0.73333
-0.42456	0.73333
-0.42456	-0.73333
-0.34737	0.73333
-0.34737	-0.73333
-0.27018	0.73333
-0.27018	-0.73333
-0.19298	0.73333
-0.19298	-0.73333
-0.11579	0.73333
-0.11579	-0.73333
-0.038596	0.73333
-0.038596	-0.73333
0.038596	0.73333
0.038596	-0.73333
0.11579	0.73333
0.11579	-0.73333
0.19298	0.73333
0.19298	-0.73333
0.27018	0.73333
0.27018	-0.73333
0.34737	0.73333
0.34737	-0.73333
0.42456	0.73333
0.42456	-0.73333
0.50175	0.73333
0.50175	-0.73333
0.57895	0.73333
0.57895	-0.73333
0.65614	0.73333
0.65614	-0.73333
0.73333	0.73333
0.73333	0.65614
0.73333	0.57895
0.73333	0.50175
0.73333	0.42456
0.73333	0.34737
0.73333	0.27018
0.73333	0.19298
0.73333	0.11579
0.73333	0.038596
0.73333	-0.038596
0.73333	-0.11579
0.73333	-0.19298
0.73333	-0.27018
0.73333	-0.34737
0.73333	-0.42456
0.73333	-0.50175
0.73333	-0.57895
0.73333	-0.65614
0.73333	-0.73333
