-0.40164	-0.28964
-0.39554	-0.34888
-0.33297	-0.24266
-0.35767	-0.36477
-0.3545	-0.40542
-0.24724	-0.31756
-0.19508	-0.36354
-0.28402	-0.41374
-0.46712	-0.40208
-0.26885	-0.38033
-0.36302	-0.35902
-0.42355	-0.31754
-0.31095	-0.31971
-0.30657	-0.33816
-0.31354	-0.46682
-0.43962	-0.28519
-0.26582	-0.36909
-0.3409	-0.35114
-0.39883	-0.42956
-0.28099	-0.26907
-0.40796	-0.32525
-0.31236	-0.28992
-0.30292	-0.39433
-0.47905	-0.37963
-0.48701	-0.33207
-0.3951	-0.35052
-0.28591	-0.45437
-0.23181	-0.39085
-0.33816	-0.39783
-0.33498	-0.1721
-0.33112	-0.35734
-0.35808	-0.41056
-0.35553	-0.35208
-0.36251	-0.26352
-0.22739	-0.39214
-0.44562	-0.40715
-0.30073	-0.29898
-0.31757	-0.39946
-0.30551	-0.32753
-0.37321	-0.26031
-0.32774	-0.36126
-0.26279	-0.25233
-0.33206	-0.36063
-0.39327	-0.43369
-0.47984	-0.36266
-0.30009	-0.29942
-0.24507	-0.45769
-0.32976	-0.38411
-0.34704	-0.34376
-0.27898	-0.33865
-0.22846	-0.3506
-0.31667	-0.34451
-0.47823	-0.43604
-0.28091	-0.46262
-0.30506	-0.31331
-0.33743	-0.2218
-0.37127	-0.33105
-0.33696	-0.30885
-0.27812	-0.39767
-0.36792	-0.42365
-0.24966	-0.3687
-0.25853	-0.3643
-0.33142	-0.43986
-0.31072	-0.40053
-0.31803	-0.31613
-0.29765	-0.36892
-0.41968	-0.379
-0.35983	-0.30511
-0.28138	-0.35368
-0.42935	-0.33488
-0.35901	-0.39459
-0.26445	-0.49685
-0.32485	-0.45884
-0.34103	-0.29021
-0.25769	-0.27409
-0.45627	-0.29113
-0.2612	-0.44602
-0.39805	-0.47265
-0.26891	-0.18306
-0.34609	-0.36831
0.54523	0.38708
0.36762	0.27021
0.4709	0.30968
0.31541	0.38132
0.34675	0.35367
0.33547	0.30088
0.31538	0.38967
0.41033	0.36961
0.31773	0.3518
0.31209	0.2326
0.38278	0.35296
0.31533	0.40601
0.19179	0.38406
0.26154	0.28642
0.34181	0.37256
0.25443	0.44648
0.36414	0.28997
0.23567	0.25997
0.41233	0.32071
0.35919	0.30273
