-0.47667	0.47667
-0.47667	0.42649
-0.47667	0.37632
-0.47667	0.32614
-0.47667	0.27596
-0.47667	0.22579
-0.47667	0.17561
-0.47667	0.12544
-0.47667	0.075263
-0.47667	0.025088
-0.47667	-0.025088
-0.47667	-0.075263
-0.47667	-0.12544
-0.47667	-0.17561
-0.47667	-0.22579
-0.47667	-0.27596
-0.47667	-0.32614
-0.47667	-0.37632
-0.47667	-0.42649
-0.47667	-0.47667
-0.42649	0.47667
-0.42649	-0.47667
-0.37632	0.47667
-0.37632	-0.47667
-0.32614	0.47667
-0.32614	-0.47667
-0.27596	0.47667
-0.27596	-0.47667
-0.22579	0.47667
-0.22579	-0.47667
-0.17561	0.47667
-0.17561	-0.47667
-0.12544	0.47667
-0.12544	-0.47667
-0.075263	0.47667
-0.075263	-0.47667
-0.025088	0.47667
-0.025088	-0.47667
0.025088	0.47667
0.025088	-0.47667
0.075263	0.47667
0.075263	-0.47667
0.12544	0.47667
0.12544	-0.47667
0.17561	0.47667
0.17561	-0.47667
0.22579	0.47667
0.22579	-0.47667
0.27596	0.47667
0.27596	-0.47667
0.32614	0.47667
0.32614	-0.47667
0.37632	0.47667
0.37632	-0.47667
0.42649	0.47667
0.42649	-0.47667
0.47667	0.47667
0.47667	0.42649
0.47667	0.37632
0.47667	0.32614
0.47667	0.27596
0.47667	0.22579
0.47667	0.17561
0.47667	0.12544
0.47667	0.075263
0.47667	0.025088
0.47667	-0.025088
0.47667	-0.075263
0.47667	-0.12544
0.47667	-0.17561
0.47667	-0.22579
0.47667	-0.27596
0.47667	-0.32614
0.47667	-0.37632
0.47667	-0.42649
0.47667	-0.47667
